entrezID	mappingID
10406	128489
391253	128495
63935	128498
9825	128521
5770	128529
55816	128564
388799	128578
56937	128594
85508	128639
284759	128645
343641	128650
643503	128682
100128496	128763
57419	128764
54453	128767
55857	128782
63908	128816
92086	128831
22919	128858
51654	128863
58476	128871
9993	128967
23752	128968
64976	128976
54487	128990
91219	129015
23751	129020
400916	129039
644165	129048
51537	129091
4151	129124
80833	129128
5880	129132
11135	129136
9929	129143
11252	129172
642448	129186
1375	129264
3973	129287
2677	129302
3790	129330
440915	129439
250	129564
285148	129644
6868	129645
647016	129666
7549	129759
94097	129811
1716	129820
7273	129826
494143	129850
79083	129863
653192	129864
344191	129908
83879	129931
51141	129941
65065	130029
65065	130031
7039	130089
790	130108
1373	130203
6519	130269
79582	130272
9839	130320
5270	130339
401036	130361
55676	130446
84661	130447
51639	130469
6819	130514
65062	130543
65061	130544
4760	130570
344382	130579
6432	130590
402120	130600
27013	130618
255101	130619
3300	130621
64320	130628
10120	130640
151325	130644
140469	130673
25797	130739
2744	130905
54658	130913
51449	130931
119	130935
525	130937
7841	130949
2817	130978
653437	130985
728505	131060
1371	131130
100288801	131308
729627	131355
1857	131411
10195	131416
29083	131448
55032	131453
4345	131511
2960	131550
7584	131618
152065	131667
2761	131677
7372	131725
152118	131732
5028	131736
56203	131744
402146	131759
285260	131857
285359	131908
686	131964
9467	131966
2199	131984
23609	131996
285367	132016
4968	132018
285367	132086
51368	132143
375346	132166
391539	132170
440955	132174
51409	132224
11277	132254
7222	132331
727997	132533
1348	132567
442117	132604
391723	132779
60558	132790
79155	132908
5978	132936
285453	132938
10606	132947
132949	132948
7884	132996
453	133046
441052	133066
1182	133073
2920	133087
3576	133094
201973	133118
3512	133137
6059	133164
344988	133168
10568	133217
643446	133240
645104	133249
493856	133311
55805	133328
9782	133338
10309	133400
493869	133402
643300	133449
643031	133465
730	133559
401207	133614
729862	133623
3182	133648
643744	133678
4888	133707
56135	133740
4015	133925
644873	133926
10826	133973
10826	133974
10826	133976
23398	133986
153527	134006
729080	134010
23438	134023
285697	134041
391742	134043
64283	134165
3842	134282
10399	134379
340075	134458
4437	134472
643916	134686
10455	134779
8417	134859
319100	134862
442260	134870
4602	134886
442263	134897
10370	134913
246269	134936
442167	134994
140767	135001
222584	135023
730180	135054
9532	135059
117289	135088
387357	135123
375513	135125
55788	135131
401236	135167
222545	135196
135228	135227
2651	135240
1268	135303
401265	135361
28978	135374
5314	135381
83741	135391
3186	135406
442213	135409
347734	135428
3662	135462
9444	135473
442227	135519
642489	135521
10384	135583
7741	135606
3879	135616
340198	135637
89870	135645
646520	135649
8870	135654
57827	135662
57827	135663
6890	135672
221504	135682
221496	135687
89822	135729
129685	135763
51406	135792
219557	135829
4967	135860
1365	135888
81399	135896
259286	135930
393046	135944
442309	135982
728376	135987
5879	136000
435	136022
51650	136026
642355	136031
2146	136049
392979	136143
50832	136240
442723	136256
1358	136262
2318	136277
168507	136290
402694	136321
641842	136324
653857	136358
29803	136360
442326	136380
10049	136442
10248	136459
221908	136466
100289017	136542
389458	136555
5898	136654
27072	136678
442293	136697
11328	136722
11112	136773
346562	136801
54468	136830
541473	136857
728501	136934
401447	137042
377630	137044
392197	137045
377630	137059
54793	137100
23462	137168
729330	137202
9228	137257
79776	137289
441377	137310
665	137417
27319	137482
347051	137518
646480	137520
55872	137557
8694	137585
6132	137590
10247	137671
1875	137782
392242	137784
392242	137787
4603	137875
56704	137915
56704	137917
6661	138007
11093	138059
2681	138121
64975	138179
320	138256
8395	138260
8721	138304
7743	138368
229	138369
116443	138370
64855	138426
26130	138432
5887	138514
7464	138550
10541	138551
51280	138574
256158	138620
8021	138630
653123	138664
389727	138670
646581	138685
2189	138722
2189	138727
203260	138731
692094	138736
9380	138749
10881	138761
347292	138766
552891	138778
2176	138834
7306	138876
392392	138880
58493	138893
138948	138949
117531	138963
3503	139029
158511	139040
645188	139082
50945	139131
10682	139151
1184	139160
653364	139165
3266	139168
340578	139172
474343	139181
644129	139193
7503	139202
80712	139230
94122	139251
8251	139286
5613	139395
140456	139446
645864	139451
404199	139466
3547	139474
84295	139505
728269	139559
644717	139587
646193	139593
3730	139620
254158	139624
644893	139627
100506164	139653
1641	139670
643873	139674
63947	139709
1485	139718
347544	139729
55855	139763
347549	139766
170685	139770
9338	139777
56156	139787
212	139796
392447	139912
90843	139919
347359	139930
55841	139937
171484	139941
203611	140007
9082	140011
349448	140013
159119	140022
84664	140144
253175	140148
54015	140186
54019	140200
54044	140204
54012	140216
54054	140217
284821	140225
54047	140248
643812	140256
7339	140275
54026	140306
54021	140315
54024	140316
54045	140391
84221	140417
3853	140446
3708	140449
3752	140452
136371	140455
3853	140466
124590	140471
206358	140472
200315	140561
9582	140562
27350	140563
140564	140565
200316	140566
60489	140567
3752	140575
23400	140600
1342	140602
1343	140605
7571	140611
22861	140652
343578	140681
128710	140682
140699	140698
164395	140704
343702	140705
150472	140708
83657	140737
3315	140763
125170	140774
140776	-
90378	140782
3749	140784
158062	140800
79054	140804
729608	140826
100132911	140827
117532	140830
728450	140833
402016	140840
100128998	140843
343637	140845
149699	140847
359710	140853
164312	140855
164237	140861
149954	140864
140876	140879
51166	140891
100533646	140896
7579	140897
7120	140903
11160	140906
55304	140911
6913	140920
89765	142677
27291	142820
8034	142833
645203	142834
220979	142876
23172	142931
3778	142954
3778	142955
9721	142964
728113	142972
387638	142977
84287	143053
5223	143055
3688	143058
8453	143070
93550	143160
728737	143180
81619	143240
79803	143296
23082	143298
728978	143361
2674	143381
24147	143462
390033	143505
6240	143509
283212	143568
7069	143578
7707	143619
283106	143632
51317	143677
5328	143706
399942	143712
79097	143718
399940	143719
57410	143748
10432	143765
220070	143775
440072	143840
100507431	143851
83935	143870
55531	143885
399947	143891
26521	143918
221120	143968
84767	144030
642975	144036
29015	144038
51259	144060
220001	144065
1128	144085
9376	144094
8642	144129
653147	144140
729960	144142
283116	144144
147199	144152
400055	144173
3747	144182
6996	144188
387867	144247
728698	144253
26259	144262
8091	144291
54621	144305
55596	144306
645233	144366
1663	144373
79857	144382
51643	144411
728170	144421
7471	144430
7480	144431
23109	144433
904	144438
6667	144467
25946	144475
5223	144483
643427	144485
728693	144518
642559	144551
64419	144603
100128554	144678
28981	144706
80196	144724
9761	144732
51499	144746
84530	144747
5042	144785
53342	144841
5611	144871
160897	144874
171425	144889
27253	144997
432369	145000
400120	145053
145165	145193
23368	145215
161145	145225
5687	145290
387978	145299
400258	145323
376267	145371
400221	145384
6655	145448
4247	145450
645086	145463
641371	145480
6638	145622
3067	145642
145663	-
10169	145668
9455	145697
400389	145707
8766	145746
220	145757
140460	145758
283659	145786
440279	145790
56905	145806
3480	145815
645292	145833
83464	145842
5923	145899
646096	145908
388076	145912
646071	145914
283710	145919
89832	145926
646853	145938
23060	145951
56160	145961
644390	145990
60490	146003
3658	146012
197131	146056
81620	146116
2935	146148
92017	146153
642696	146154
730094	146174
29100	146216
7084	146226
80205	146249
9683	146268
9091	146326
2734	146346
81533	146360
8663	146390
79728	146420
63928	146424
7627	146435
100128788	146443
27183	146459
221223	146468
440366	146489
653557	146499
7567	146515
342371	146517
643159	146657
146691	146690
3768	146730
643664	146741
7157	146749
1949	146750
2081	146774
5578	146784
645173	146789
388339	146824
201158	146831
7566	146837
91608	146854
9842	146877
92591	146903
6945	146914
373861	146961
9220	147019
4137	147077
147081	147080
317719	147086
284123	147120
3965	147124
84733	147136
654346	147158
254272	147165
440459	147216
10672	147219
284167	147262
284230	147271
100130522	147299
646000	147392
728599	147432
494514	147447
728111	147484
10449	147548
220136	147549
64693	147575
6317	147614
284273	147632
27180	147644
2358	147652
55769	147661
7691	147676
1	147680
4059	147707
388503	147740
27338	147743
83757	147755
1572	147756
26017	147769
5623	147775
125997	147790
91662	147803
5233	147836
354	147857
114132	147864
6510	147904
727865	147931
90522	147962
147991	147990
440525	148009
148022	148021
2527	148059
163175	148107
388533	148131
728361	148142
84467	148219
81794	148230
7064	148253
80032	148256
22835	148269
440603	148280
388649	148289
646572	148357
440595	148372
83858	148407
126859	148436
5724	148456
23352	148490
140609	148565
4919	148582
26052	148607
441915	148613
83715	148644
388591	148646
26097	148665
5362	148697
26750	148723
476	148767
2707	148780
79029	148785
93474	148831
729046	148854
431707	148864
7798	148894
2023	148913
80045	148918
541468	148922
477	148944
480	148945
65260	148971
729236	148973
100507634	148987
440732	148995
171423	149004
375027	149017
55631	149036
646555	149054
51441	149147
2035	149149
643454	149208
10218	149217
5394	149219
22874	149267
158160	149278
284685	149296
4009	149305
729952	149309
645367	149319
149351	105378853
645931	149352
440672	149392
56776	149414
3925	149421
10962	149430
4548	149448
440584	149464
23334	149469
645682	149509
10067	149514
2629	149519
4580	149532
2629	149533
10712	149536
26508	149586
492303	149635
10139	149661
140710	149670
140699	149674
79183	149705
90199	149711
90199	149712
57580	149730
388799	149761
10357	149767
140881	149788
6666	149791
83541	149798
128646	149803
8760	149832
643406	149836
440757	149878
55857	149892
128817	149915
128826	149920
3397	149940
55741	149963
727987	149997
54033	149999
54031	150066
54043	150098
54029	150130
54053	150134
150142	150144
729057	150155
23765	150166
373856	150200
729495	150207
29774	150213
25812	150236
91227	150238
440823	150271
4744	150277
51537	150286
730005	150287
164656	150319
5372	150361
11252	150377
642757	150387
1375	150414
80305	150420
23749	150424
364	150480
440917	150498
644877	150504
84084	150516
80097	150520
112714	150521
150554	150555
150572	150573
653447	150637
150726	150727
1716	150730
55654	150767
113457	150778
3238	150793
51141	150813
10018	150819
100134259	150837
23433	150843
348738	150889
7039	150914
9270	150980
727851	151006
10887	151012
6519	151108
9394	151115
9839	151130
79134	151146
4249	151162
7852	151167
643387	151173
728851	151319
643615	151320
728350	151341
285141	151342
644166	151346
9637	151399
117583	151414
1745	151427
646050	151428
100506328	151438
5433	151498
55677	151502
54658	151508
56655	151542
29789	151554
547	151568
27031	151602
54165	151625
1371	151666
646600	151746
285296	151778
7095	151826
440991	151858
29083	151886
285362	151889
79188	151898
27258	151899
57456	151945
23016	151946
57599	151952
440982	151959
11343	152009
53833	152028
401076	152059
389170	152084
5028	152119
647076	152190
253461	152215
285359	152228
686	152265
131474	152281
4968	152308
55209	152311
285362	152328
4711	152343
140921	152381
26354	152392
58515	152399
389120	152431
30	152432
285412	152624
116984	152657
389240	152682
728369	152697
170960	152719
55132	152738
2713	152757
728175	152766
79155	152812
5978	152836
100379220	152856
644914	152872
441052	152917
9848	152921
441050	152924
266812	152928
6059	152967
645455	152980
10568	153010
643446	153027
54876	153040
5860	153041
84440	153077
4886	153092
9782	153094
441073	153124
10309	153132
643300	153153
3340	153196
79925	153268
389320	153274
115123	153277
643744	153305
10826	153319
56135	153330
133522	153346
5295	153387
1934	153393
57556	153420
100505841	153441
55109	153457
389336	153470
57491	153479
10826	153487
10826	153488
10826	153490
441073	153500
11174	153516
140890	153522
729080	153534
728492	153558
728411	153561
2502	153565
389293	153670
6414	153685
1452	153687
728264	153688
1176	153728
10399	153763
1719	153814
644037	153817
389416	153886
8504	153914
285741	153921
94120	153934
23036	153937
54438	153985
23345	154050
644850	154057
100421515	154074
645175	154094
167838	154105
10370	154106
221262	154118
7020	154122
134997	154162
221336	154180
1832	154189
8859	154190
246737	154206
4301	154223
642590	154236
728380	154246
221662	154247
401236	154248
245806	154272
221303	154273
221302	154274
23270	154278
1268	154309
4082	154339
3326	154342
28978	154369
2939	154371
7280	154382
401232	154383
3662	154397
9444	154412
89761	154433
642443	154434
441155	154436
3137	154452
646949	154475
100133205	154522
7741	154534
116511	154544
80352	154556
259197	154576
7916	154578
653639	154607
729727	154609
646785	154627
10866	154638
100507436	154639
401288	154640
6991	154641
1595	154652
644907	154690
55665	154699
402562	154714
3152	154718
23601	154745
435	154808
50832	154812
51421	154816
645979	154861
442721	154866
134429	154899
22932	154946
285989	154950
79027	154952
9296	154989
64764	155008
646483	155009
729998	155023
653857	155033
29803	155035
728743	155036
23145	155063
80765	155077
147323	155089
10049	155110
10248	155123
389541	155131
441250	155153
23288	155179
154091	155191
168620	155200
5898	155232
445347	155236
11328	155254
7458	155284
654231	155327
5879	155330
221955	155335
10344	155403
221833	155456
221830	157203
222255	157224
29923	157237
7975	157254
78998	157350
441377	157437
25812	157446
55199	157450
155	157462
129026	157463
6383	157526
50626	157542
389672	157552
203068	157584
28991	157601
606553	157614
10250	157635
54704	157663
401470	157692
245972	157723
728381	157754
6503	157759
728638	157806
389662	157842
286	157847
286140	157864
7013	157870
6837	157888
6836	157889
5069	157909
55958	158014
7743	158097
26130	158123
2021	158164
11191	158174
441459	158177
646753	158200
5900	158216
158222	158223
6461	158230
6850	158239
2776	158254
138065	158259
138065	158260
5998	158262
80709	158267
8939	158301
100289124	158318
414153	158352
9380	158365
158383	158384
79692	158428
4105	158510
4101	158512
30014	158531
1184	158563
89801	158569
54954	158576
474343	158583
79710	158602
643617	158656
53338	158672
1121	158677
644464	158678
3314	158714
347442	158722
286464	158730
729188	158734
645173	158773
158781	158782
727940	158799
728269	158821
27160	158826
24137	158832
1896	158836
728911	158852
399668	158856
728782	158868
643888	158882
374666	158907
100506164	158911
643873	158924
170626	158935
100131755	158947
728776	158956
100132963	158957
1485	158959
728269	158971
340543	158978
56156	158986
212	158993
2158	158996
728825	158997
728447	159023
6907	159035
412	159081
353513	159096
401630	159110
203611	159112
9082	159115
64591	159146
442862	159160
253175	159167
84664	159180
253175	159182
360021	159184
84504	159201
57705	159491
401640	159500
116512	159948
139285	160176
645312	160285
341356	160519
338773	160646
222484	160845
341883	161300
341880	161310
100129075	161321
441642	161322
8650	161378
641372	161380
91754	161387
388011	161454
388015	161464
643707	161527
374618	161577
26108	161581
79834	161734
2072	161866
161882	161884
147179	162601
140775	162633
81832	162731
3817	163063
284406	163077
342908	163141
644096	163182
284382	163194
342898	163198
100129842	163233
54897	163301
65121	163342
9462	163392
80835	163420
343450	163594
55616	163696
8476	163855
653505	164022
646780	164044
441876	164138
441876	164139
140685	164197
57158	164230
140690	164279
117532	164301
140880	164378
54038	164435
54016	164453
54052	164463
337882	164475
100132759	164546
376844	164637
27127	164701
23654	164715
25817	164729
100652824	165057
391358	165109
9378	165425
79663	165632
287015	165705
440956	166297
642280	166449
391714	166657
2565	166765
645104	166908
94033	167011
345456	167076
728979	167229
170690	167371
79628	167459
82	168023
5232	168033
5314	168040
5314	168041
85315	168044
346157	168173
26716	168188
5491	168202
730647	168334
392617	168393
84163	168749
9732	168764
222255	168835
646463	169146
3474	169548
340499	169633
253650	169675
195827	169858
347376	169986
286464	170063
2187	170079
10251	170187
84295	170293
23648	170462
84059	170464
123722	170466
149076	170467
246184	170468
254956	170469
130752	170470
151507	170471
147007	170473
387775	170475
158135	170477
152137	170478
7168	170479
140688	170486
128637	170488
80332	170489
149934	170491
64949	170492
26090	170493
57186	170495
284800	170500
391256	170528
339453	170545
391257	170557
130560	170558
132851	170560
142940	170561
26995	170562
166378	170576
125950	170590
79665	170596
388753	170597
642636	170598
9502	170628
55835	170629
170302	170640
92126	170666
100130889	170681
55630	170683
5314	170684
55190	170686
440672	170687
285282	170746
202333	170747
284252	170777
280636	170778
1440	170794
9516	170795
23400	170814
22941	170817
347517	170918
202559	170931
84295	170932
84464	170951
149465	171012
155382	171020
120892	171025
23195	171156
170949	171165
283556	171223
23569	171426
207063	171428
245802	171487
643680	171488
64648	171489
728695	171490
728695	171491
2849	171582
344454	171587
2777	171589
165904	191580
9659	191581
129446	191582
146862	191583
257000	191584
83461	191588
157313	191589
113130	191590
84733	191591
55143	191592
440829	191593
79019	191594
27165	192112
5144	192116
5937	192137
283316	192150
51284	192221
54894	192233
28227	192283
57728	192664
222545	192665
149428	192667
55178	192671
440822	192672
143689	192673
220064	192674
167410	192681
125997	195825
167465	195826
387700	196023
143279	196026
11023	196056
441584	196119
4221	196204
1509	196214
653303	196266
341019	196296
144132	196337
646759	196346
5959	196409
8562	196411
144348	196418
5204	196452
387869	196462
374443	196478
440073	196510
283450	196515
143162	196738
8433	196745
85442	196746
84435	196747
23053	196752
23234	196753
80217	196808
84287	196815
79446	196860
5687	196877
64403	196887
2353	196935
114817	196955
8766	196964
554175	196988
83660	197002
51335	197046
56905	197101
338963	197119
2072	197172
57707	197201
552900	197202
7571	197273
197335	197336
54442	197355
8663	197365
8663	197368
3681	197414
91949	197425
6338	197426
283991	197455
7325	199232
440508	199676
5609	199677
284297	199683
115653	199712
284418	199714
100129935	199725
7766	199729
729458	199739
374897	199747
85509	199748
7652	199775
79784	199796
642587	199824
947	199828
56900	199887
359948	199907
440556	199986
85452	199991
9906	199993
199882	200019
403314	200056
55103	200059
2707	200087
127602	200095
574029	200107
7399	200125
57645	200137
2786	200169
85441	200213
728056	200220
140730	200225
6789	200227
140876	200230
140838	200268
140838	200269
54084	200291
54487	200302
150365	200321
84271	200324
51652	200336
348654	200339
1768	200383
10505	200427
7260	200474
150696	200480
129303	200551
51255	200552
10791	200553
9839	200579
55777	200587
391358	200635
5968	200667
6323	200692
90957	200704
1285	200750
27031	200803
64091	200935
162514	201131
9884	201173
201176	201175
10642	201194
84311	201219
7157	201237
51087	201242
23587	201244
11337	201246
284001	201252
284047	201287
64978	201293
400569	201304
25941	201347
3909	201382
3817	201506
284352	201522
284428	201531
1371	201541
389123	201692
285533	201707
55132	201716
267008	201757
439933	201824
80319	201871
441046	201910
2160	201924
9848	201942
171559	201958
9963	202050
90441	202068
3182	202104
375444	202107
253260	202149
11285	202179
391769	202202
728492	202242
153478	202278
54732	202346
64324	202347
408263	202365
2916	202368
389320	202377
401207	202378
49861	202444
23345	202445
7955	202460
7180	202468
10231	202477
8418	202482
24149	202485
2651	202486
9533	202491
54676	202492
23607	202497
1832	202512
63943	202518
1388	202519
8859	202520
401285	202551
2941	202556
435	202749
653857	202870
155051	202871
27085	203056
286046	203080
728938	203082
286148	203107
5324	203119
643224	203232
7186	203234
101928638	203235
8818	203248
10555	203278
157983	203289
79987	203317
195827	203335
8341	203369
1719	203373
124602	203397
51360	203411
728695	203416
29071	203428
474343	203441
4101	203468
29944	203470
56156	203492
389874	203530
7499	203536
100506164	203537
246100	203558
212	203568
9082	203612
84664	203624
253175	203625
285220	203806
258010	203862
89795	204040
643866	204166
243	204649
1379	204855
7315	205133
94097	205170
23667	205284
142686	205709
402175	205824
389333	206087
267006	206127
10016	206269
154664	206568
441294	206593
646873	206680
92949	206938
728489	206962
23503	207106
389376	207109
253970	207110
51208	207112
23022	207114
55835	219275
10652	219288
407835	219305
81619	219353
51082	219404
81309	219427
4153	219448
10718	219505
2322	219508
55972	219566
6922	219594
10071	219612
5961	219629
29119	219660
8034	219667
219681	219680
648	219686
728978	219697
399979	219798
170689	219807
6734	219818
3762	219832
253665	219841
3703	219846
25833	219903
254552	219913
222	219916
116535	219928
2206	219991
5222	220000
80168	220021
8322	220055
3936	220083
729163	220113
4752	220114
54877	220143
728111	220145
340900	220221
401640	220250
341116	220354
10360	220476
63877	220479
57093	220486
727826	220502
55138	220509
3070	220513
10572	220525
55889	220538
646096	220540
9284	220542
79652	220564
55911	220567
5691	220568
642502	220572
162632	220573
100129396	220575
146880	220595
728599	220598
6510	220610
728533	220618
441915	220640
93474	220645
991	220648
645931	220652
9204	220665
730029	220670
440737	220673
9946	220679
375133	220686
727851	220692
84168	220695
408029	220698
927	220705
653489	220706
2825	220720
10109	220721
440375	220739
729789	220748
2732	220758
645455	220766
642954	220772
285590	220776
51428	220782
4888	220784
7020	220802
7020	220807
57510	220808
2030	220811
721	220819
6499	220821
9601	220831
646463	220848
23462	220853
645345	220860
9333	220875
728712	220879
1896	220890
728269	220897
84295	220901
64591	220904
79290	220973
10529	220996
387638	220997
3799	221012
79741	221016
305	221025
728737	221036
6251	221069
8029	221070
114571	221106
10648	221107
283236	221108
283236	221114
60529	221118
143	221181
79650	221190
4493	221228
5268	221232
246269	221258
221262	221261
262	221268
442244	221269
442245	221270
91749	221271
441168	221299
100128327	221300
442253	221308
10866	221329
4795	221331
2938	221360
730101	221362
9697	221364
789	221366
442216	221374
442213	221390
23607	221394
10231	221402
57505	221410
347734	221413
24149	221427
79865	221440
1769	221461
114781	221463
6428	221479
7287	221483
7005	221484
3710	221498
653639	221505
3115	221510
3113	221511
3119	221518
10866	221530
100507436	221531
6941	221536
170680	221538
352963	221558
340198	221559
2550	221563
7741	221583
7718	221585
9856	221618
51439	221659
728380	221660
401236	221663
3096	221701
347744	221713
266553	221725
401232	221755
154386	221759
3662	221773
89122	221783
285989	221787
2115	221810
8701	221835
3205	221880
3206	221882
7458	221889
11112	221893
7205	221903
30010	221975
442309	222022
107	222060
83637	222066
51619	222070
8621	222094
441218	222103
54749	222112
6424	222113
442293	222117
554236	222128
6100	222136
401320	222159
8468	222177
155400	222178
7532	222186
10512	222200
64792	222226
338596	222405
2871	222456
26278	222469
221264	222521
401265	222587
83741	222602
3120	222674
346157	222708
7589	222951
346562	223110
152110	245712
284086	245713
144638	245718
5700	245725
400322	245728
55090	245735
27338	245741
5872	245756
388707	245757
94104	245759
246243	245764
29789	245768
6745	245783
5383	245787
55234	245792
10015	245794
84187	245796
64771	245808
24146	245814
246721	245815
202333	245820
245913	245914
245932	245933
644414	245941
27286	245969
84925	245970
9289	245971
57460	245987
1485	246101
55975	246111
22829	246125
347613	246127
352896	246128
360021	246129
163088	246141
2103	246148
345275	246170
9640	246180
160622	246204
83715	246205
4646	246206
152518	246220
81794	246231
93273	246261
4640	246290
55958	246308
11234	246309
146691	246315
7415	246320
137529	246713
6923	246718
149998	246732
10381	246742
55605	246743
149013	246753
91404	246763
84063	246764
60386	246765
286827	252863
256987	252914
84124	252945
286557	252947
283698	252957
84467	252970
1192	253115
9204	253150
6890	253223
4479	253228
55088	253250
10491	253263
6581	253271
79605	253274
8705	253296
100128853	253342
641371	253386
10336	253443
10251	253479
100270865	253482
54887	253539
168400	253636
341356	253657
440072	253664
147040	253681
114883	253755
55336	253767
646193	253775
202243	253779
89766	253815
25988	253816
93556	253820
2649	253842
128826	253866
114897	253891
729662	253968
441155	253975
768211	253981
729621	254011
132864	254023
101927167	254057
219790	254060
57224	254076
6494	254107
387496	254109
91056	254115
84182	254182
5192	254431
50511	254436
440955	254505
644006	254556
374654	254571
26012	254617
6983	254661
5370	254672
108	254679
23666	254746
92283	254749
221656	254751
6330	254798
100131551	254808
84740	254848
55030	254851
23252	254897
93035	254919
284827	254949
10067	255017
643888	255045
439916	255055
255177	107984784
284086	255185
100533706	255191
111	255218
644672	255244
85007	255251
4638	255263
148254	255265
6276	255270
116534	255309
100131250	255320
399761	255326
54777	255352
164091	255358
729678	255458
26017	255481
7469	255536
392197	255609
391622	255611
196385	255653
283578	255698
22917	255714
246100	255753
285852	255774
23304	255838
327	255861
55300	255862
442775	256000
55867	256008
63973	256078
401589	256106
100288948	256109
100129482	256112
389332	256159
348254	256207
390594	256212
9866	256273
100130873	256280
256302	256306
729708	256436
23394	256440
440043	256470
388585	256482
157983	256544
6323	256596
169044	256626
113130	256676
374407	256790
392529	256817
80164	256855
3481	256867
441584	256875
3684	256912
10772	256946
57491	256948
22899	256980
100271071	257039
441518	257048
170261	257051
728294	257054
1841	257060
140680	257109
541466	257122
6414	257205
389289	257249
9975	257319
9717	257354
51172	257355
257357	-
121131	257394
56899	257413
55904	257428
4867	257436
90780	257451
26027	257459
6922	257461
6670	257471
9807	257476
4851	257478
340198	257503
646520	257505
6890	257513
2794	257541
8449	257542
7124	257551
55937	257553
57827	257554
1460	257555
1192	257556
6890	257567
8705	257570
8449	257593
7124	257601
55937	257604
1460	257616
1192	257617
63943	257619
646520	257623
203477	257638
171559	257640
56984	259219
137529	259231
441394	259262
441459	259264
221527	259267
5173	259268
5726	259284
353164	259288
55175	259297
57674	260295
245908	260312
135892	260316
375593	260317
378108	260318
326276	260329
347694	260333
22838	260352
261734	260433
120425	261728
84750	261733
51185	266597
55599	266616
149830	266618
644899	266627
728300	266628
221833	266642
338414	266658
259294	266659
259295	266660
259294	266662
259293	266663
259290	266664
1646	266745
85320	266788
5729	266791
51360	266959
64221	266960
54880	266978
116966	267003
253935	268275
253738	276717
343035	276718
100422411	276721
285512	280642
282808	280666
57211	282548
257218	282561
114784	282565
285116	282597
283629	282628
91147	282630
441669	282632
2834	282650
375318	282680
8563	282683
284111	282695
129563	282696
390872	282718
79538	282719
81240	282720
79300	282721
81230	282722
135942	282723
81382	282724
392138	282725
81430	282726
338637	282727
155340	282728
402249	282729
253933	282730
155340	282731
344729	282732
392138	282733
26495	282734
392106	282735
393046	282736
392138	282737
135942	282738
391191	282739
81466	282740
343171	282741
127069	282742
127077	282743
401994	282744
127059	282745
26246	282746
390053	282747
390054	282748
79529	282749
392540	282750
441308	282751
219965	282752
8587	282753
155340	282755
284521	282757
127064	282758
127062	282759
391196	282760
283110	282761
283111	282762
390058	282764
79470	282765
81295	282766
390030	282767
144125	282768
390139	282771
81160	282772
81193	282773
219417	282774
390138	282777
219968	282778
10822	282779
390215	282780
390224	282781
341152	282782
26492	282783
219865	282784
219865	282785
282801	282787
390313	282788
341568	282789
390329	282792
341418	282793
401742	282794
391119	282796
343409	282797
391120	282798
81486	282799
26645	282800
9432	282802
9432	282803
26695	282804
402246	282805
11254	282807
64693	282810
203068	282914
253018	282918
54435	282944
394263	282953
253018	282955
653639	282961
2074	282965
439945	282977
399806	282992
10556	283012
441666	283027
305	283054
100131213	283065
57118	283070
441549	283071
100507605	283079
440027	283103
81846	283105
5331	283126
100996455	283127
867	283153
414899	283156
440072	283170
112937	283176
338674	283186
642975	283187
646195	283222
220382	283223
1740	283225
399900	283235
25923	283241
729960	283247
144100	283278
144132	283293
144132	283294
400055	283308
79923	283318
57701	283331
728658	283340
459	283343
645233	283347
8496	283348
1911	283368
55206	283378
440107	283388
728114	283389
387856	283391
9498	283400
6334	283401
100292680	283437
775	283439
32	283445
8739	283454
57609	283470
266722	283476
283482	-
387934	283494
100874205	283501
400121	283505
387921	283506
160851	283508
2835	283535
432369	283536
26037	283567
338917	283569
145508	283580
145270	283591
57680	283625
113146	283639
3493	283650
26108	283658
6095	283666
1106	283680
388076	283695
100130111	283697
653075	283699
123624	283737
388112	283741
400359	283743
400360	283744
197131	283750
10239	283762
64131	283824
64131	283825
51704	283827
146177	283844
729602	283846
80777	283852
85407	283859
29123	283864
729652	283873
100507321	283874
5930	283886
101928595	283901
400550	283904
729564	283917
114780	283928
22928	283930
317702	283934
647156	283958
647156	283967
283987	283988
146664	283995
400629	284002
79701	284003
100132978	284015
100130950	284017
9931	284019
440459	284020
388336	284033
388339	284037
3573	284043
100129396	284048
8153	284062
1845	284065
1845	284066
11248	284079
100131347	284107
374768	284113
116729	284121
100505753	284139
645027	284148
146754	284158
653479	284160
645688	284166
8632	284176
100130370	284187
339256	284193
284124	284205
146712	284208
9020	284209
9229	284214
645387	284216
63895	284221
63895	284222
646359	284235
51046	284258
26040	284262
57724	284267
25914	284278
400657	284282
6318	284292
729956	284296
729974	284301
728481	284315
653583	284345
7772	284350
9266	284356
90317	284372
399669	284376
388561	284378
664709	284387
376497	284436
388662	284462
55924	284465
389	284466
81609	284484
353135	284491
353132	284492
6284	284495
439927	284505
5081	284530
388630	284542
729708	284553
440595	284556
400765	284557
653505	284563
643837	284591
100130417	284598
375790	284602
646572	284609
100507044	284610
646555	284642
777	284647
84224	284666
646347	284679
729952	284683
440699	284684
492303	284694
731275	284701
3192	284702
55127	284709
440737	284710
645884	284711
54994	284734
140710	284740
57158	284742
3172	284743
100130934	284747
400831	284758
728283	284768
140733	284776
140836	284779
128774	284784
140688	284804
729608	284810
394217	284813
3454	284829
23784	284848
644773	284850
7451	284854
642633	284861
388907	284922
23542	284939
85358	284940
1768	284944
348654	284952
400960	285002
653447	285011
51011	285014
653192	285015
100130691	285023
285025	285026
